timestamp,P1,P2,year,month
2022-02-07 11:21:13,7.180000000068471,2.7800000002882066,2022,2
2022-02-07 11:30:07,8.390000000034235,2.9400000001441033,2022,2
2022-02-07 11:32:49,9.110000000022824,3.0266666667627358,2022,2
2022-02-07 11:35:24,9.140000000017118,3.0450000000720516,2022,2
2022-02-07 11:40:43,9.326000000013694,3.1160000000576416,2022,2
2022-02-07 11:43:22,9.638333333344745,3.163333333381368,2022,2
2022-02-07 11:45:51,10.494285714295495,3.1828571428983152,2022,2
2022-02-07 11:48:28,10.201250000008558,3.153750000036026,2022,2
2022-02-07 11:50:58,9.88111111111872,3.097777777809801,2022,2
2022-02-07 11:53:35,9.695000000006846,3.0480000000288205,2022,2
2022-02-07 11:56:08,9.84545454546077,3.081818181844383,2022,2
2022-02-07 11:58:41,9.61083333333904,3.0375000000240173,2022,2
2022-02-07 12:01:20,9.404615384620651,3.0284615384837084,2022,2
2022-02-07 12:04:08,9.21500000000489,2.990714285734872,2022,2
2022-02-07 12:06:35,9.237333333337897,2.980000000019214,2022,2
2022-02-07 12:09:04,9.230625000004279,2.962500000018013,2022,2
2022-02-07 12:11:45,9.518823529415792,2.9894117647228358,2022,2
2022-02-07 12:14:27,9.388888888892692,2.956666666682678,2022,2
2022-02-07 12:16:55,9.426315789477288,2.9536842105414847,2022,2
2022-02-07 12:19:33,9.582500000003424,2.95600000001441,2022,2
2022-02-07 12:22:11,9.557142857146118,2.947619047632772,2022,2
2022-02-07 12:24:48,9.730909090912204,2.963636363649464,2022,2
2022-02-07 12:27:20,10.154347826089934,2.9926086956647047,2022,2
2022-02-07 12:29:48,10.322916666669519,3.0054166666786752,2022,2
2022-02-07 12:32:31,10.542000000002737,3.0184000000115283,2022,2
2022-02-07 12:34:59,10.62115384615648,3.0088461538572386,2022,2
2022-02-07 12:37:26,10.740000000002535,2.9962962963069706,2022,2
2022-02-07 12:39:54,10.799285714288159,2.9964285714388645,2022,2
2022-02-07 12:42:22,10.865862068967878,3.0024137931133863,2022,2
2022-02-07 12:44:50,10.829333333335615,2.9946666666762733,2022,2
2022-02-07 12:47:20,10.928387096776401,2.9938709677512323,2022,2
2022-02-07 12:49:47,10.921250000002138,2.981562500009006,2022,2
2022-02-07 12:52:15,11.030606060608132,2.9830303030390364,2022,2
2022-02-07 12:54:43,11.15029411764907,2.9855882353025938,2022,2
2022-02-07 12:57:11,11.208000000001954,2.9974285714368056,2022,2
2022-02-07 12:59:49,11.296666666668566,3.003055555563561,2022,2
2022-02-07 13:02:24,11.437297297299146,3.024594594602384,2022,2
2022-02-07 13:04:53,11.531052631580748,3.031842105270742,2022,2
2022-02-07 13:07:20,11.621794871796626,3.032820512827902,2022,2
2022-02-07 13:09:49,11.673750000001709,3.0445000000072047,2022,2
2022-02-07 13:12:21,11.78243902439191,3.0556097561045896,2022,2
2022-02-07 13:15:02,11.781190476192105,3.0488095238163853,2022,2
2022-02-07 13:17:37,12.068372093024847,3.053953488378795,2022,2
2022-02-07 13:20:05,12.06227272727428,3.060227272733823,2022,2
2022-02-07 13:22:34,11.961555555557073,3.0477777777841824,2022,2
2022-02-07 13:25:01,12.021086956523225,3.0473913043540914,2022,2
2022-02-07 13:27:31,12.017872340426987,3.051276595750813,2022,2
2022-02-07 13:30:07,12.00291666666809,3.057916666672671,2022,2
