dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,24.296526315789478,15.922000000000002,2018,12
Friday,1,17.844693877551023,12.107653061224495,2018,12
Friday,2,18.08284210526316,12.001368421052632,2018,12
Friday,3,18.974791666666665,12.048854166666667,2018,12
Friday,4,19.71021276595745,12.250851063829783,2018,12
Friday,5,20.684269662921345,11.702808988764048,2018,12
Friday,6,24.40228260869565,13.099347826086957,2018,12
Friday,7,30.279473684210522,12.030000000000001,2018,12
Friday,8,55.10148148148147,22.831234567901237,2018,12
Friday,9,45.57268292682926,16.50536585365854,2018,12
Friday,10,32.4936559139785,14.199784946236559,2018,12
Friday,11,28.844791666666662,12.687395833333335,2018,12
Friday,12,25.803469387755108,10.287244897959182,2018,12
Friday,13,25.063297872340424,9.935851063829785,2018,12
Friday,14,26.828247422680406,10.814020618556702,2018,12
Friday,15,25.692315789473678,10.435052631578948,2018,12
Friday,16,26.710537634408606,11.696666666666665,2018,12
Friday,17,25.248229166666672,11.757916666666667,2018,12
Friday,18,26.767216494845357,11.768865979381447,2018,12
Friday,19,26.595306122448978,11.832448979591831,2018,12
Friday,20,28.382164948453596,11.688041237113403,2018,12
Friday,21,23.03666666666667,9.768444444444448,2018,12
Friday,22,22.718265306122444,7.944693877551022,2018,12
Friday,23,25.26969072164949,8.627319587628865,2018,12
Monday,0,24.595454545454547,10.287685950413225,2018,12
Monday,1,25.0189256198347,10.480743801652894,2018,12
Monday,2,27.293966942148753,11.244876033057855,2018,12
Monday,3,27.533606557377052,11.585491803278689,2018,12
Monday,4,24.766666666666676,10.303583333333336,2018,12
Monday,5,20.97533333333332,8.937833333333328,2018,12
Monday,6,22.11606557377048,9.460081967213114,2018,12
Monday,7,25.3910743801653,11.76297520661157,2018,12
Monday,8,27.922561983471077,12.394132231404964,2018,12
Monday,9,22.9712396694215,10.809256198347104,2018,12
Monday,10,22.423760683760676,9.749059829059828,2018,12
Monday,11,19.15836363636364,8.81472727272727,2018,12
Monday,12,17.3265,7.217999999999999,2018,12
Monday,13,14.777999999999999,6.195333333333337,2018,12
Monday,14,14.512608695652174,6.913913043478264,2018,12
Monday,15,14.119830508474571,7.009999999999998,2018,12
Monday,16,16.64895652173913,8.04878260869565,2018,12
Monday,17,18.869913793103454,8.947672413793107,2018,12
Monday,18,19.1625,8.929333333333338,2018,12
Monday,19,20.167107438016526,9.377685950413225,2018,12
Monday,20,21.811592920353988,10.712123893805305,2018,12
Monday,21,23.26302521008403,11.966218487394958,2018,12
Monday,22,23.28710743801653,11.623305785123968,2018,12
Monday,23,28.060254237288145,13.630677966101697,2018,12
Saturday,0,21.03583333333333,7.8209374999999985,2018,12
Saturday,1,18.758571428571425,7.090204081632651,2018,12
