dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,18.430975609756107,11.346097560975606,2021,7
Friday,1,19.890406504065044,12.184308943089434,2021,7
Friday,2,20.542357723577236,12.161138211382115,2021,7
Friday,3,20.784201680672258,12.183109243697478,2021,7
Friday,4,18.218688524590167,10.980409836065574,2021,7
Friday,5,13.326833333333338,7.908583333333334,2021,7
Friday,6,12.927,6.99541666666667,2021,7
Friday,7,11.10846153846154,6.425897435897437,2021,7
Friday,8,10.07927419354839,6.1724999999999985,2021,7
Friday,9,9.574752475247525,5.836930693069305,2021,7
Friday,10,9.062254901960783,6.024509803921569,2021,7
Friday,11,7.410416666666666,5.0728125,2021,7
Friday,12,5.709826086956521,3.5309565217391317,2021,7
Friday,13,5.611228070175439,3.21859649122807,2021,7
Friday,14,5.520487804878049,3.1520325203252035,2021,7
Friday,15,5.5875206611570265,3.1523140495867765,2021,7
Friday,16,5.376854838709677,3.2612903225806456,2021,7
Friday,17,5.83283333333333,3.54175,2021,7
Friday,18,6.250737704918029,3.7186885245901653,2021,7
Friday,19,5.907433628318583,4.033539823008849,2021,7
Friday,20,6.098648648648648,3.815855855855855,2021,7
Friday,21,6.348482142857141,4.045535714285713,2021,7
Friday,22,7.048264462809918,4.420413223140495,2021,7
Friday,23,7.876612903225804,4.883870967741935,2021,7
Monday,0,12.909797979797975,7.5182828282828265,2021,7
Monday,1,14.560941176470594,8.377176470588234,2021,7
Monday,2,15.253505154639178,9.033505154639176,2021,7
Monday,3,16.05040404040405,9.731313131313133,2021,7
Monday,4,16.526041666666668,10.0728125,2021,7
Monday,5,14.585151515151514,8.946060606060607,2021,7
Monday,6,16.247755102040824,9.120816326530608,2021,7
Monday,7,14.765714285714298,8.664489795918369,2021,7
Monday,8,13.64021052631579,8.379473684210526,2021,7
Monday,9,11.636823529411766,7.638705882352941,2021,7
Monday,10,8.156999999999998,5.5045,2021,7
Monday,11,6.24425,4.273125,2021,7
Monday,12,6.615662650602409,4.069397590361445,2021,7
Monday,13,6.75336842105263,4.113578947368421,2021,7
Monday,14,9.648124999999999,4.0734375,2021,7
Monday,15,6.536373626373624,3.5284615384615363,2021,7
Monday,16,7.350103092783507,4.191958762886598,2021,7
Monday,17,7.995979381443298,5.101546391752577,2021,7
Monday,18,10.18894117647059,6.719176470588235,2021,7
Monday,19,12.139111111111113,7.888444444444447,2021,7
Monday,20,10.905697674418603,7.20639534883721,2021,7
Monday,21,10.41186813186813,6.301648351648352,2021,7
Monday,22,9.315543478260867,6.129021739130434,2021,7
Monday,23,12.10770833333333,6.869687500000001,2021,7
Saturday,0,7.058583333333334,4.500166666666668,2021,7
Saturday,1,7.6483606557377035,5.012459016393439,2021,7
Saturday,2,7.586885245901643,5.136229508196719,2021,7
Saturday,3,8.959593495934957,6.057886178861788,2021,7
Saturday,4,9.982666666666667,6.540250000000004,2021,7
Saturday,5,10.974878048780493,7.391463414634152,2021,7
Saturday,6,10.639754098360653,6.7227868852459025,2021,7
Saturday,7,10.569516129032259,6.523064516129033,2021,7
Saturday,8,8.558360655737703,5.420000000000002,2021,7
Saturday,9,6.209655172413795,4.018275862068963,2021,7
Saturday,10,6.102038834951455,3.919611650485437,2021,7
