dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,18.956875,4.499791666666669,2019,10
Friday,1,16.707789473684212,3.9735789473684204,2019,10
Friday,2,13.4281914893617,3.1767021276595746,2019,10
Friday,3,12.064186046511622,2.985116279069768,2019,10
Friday,4,13.27846153846154,3.2669230769230784,2019,10
Friday,5,13.287608695652175,3.198369565217392,2019,10
Friday,6,13.219680851063831,3.284255319148935,2019,10
Friday,7,13.41836956521739,3.245217391304348,2019,10
Friday,8,14.15784946236559,3.5104301075268824,2019,10
Friday,9,15.285172413793111,3.924137931034482,2019,10
Friday,10,13.45393617021276,3.3810638297872346,2019,10
Friday,11,20.290860215053765,4.376021505376342,2019,10
Friday,12,16.387446808510635,4.059361702127658,2019,10
Friday,13,17.46956989247312,4.181827956989247,2019,10
Friday,14,16.55483870967742,4.193010752688172,2019,10
Friday,15,14.489680851063829,3.667234042553193,2019,10
Friday,16,13.922043010752688,3.7444086021505374,2019,10
Friday,17,13.306304347826096,4.088043478260869,2019,10
Friday,18,16.20427083333333,6.174479166666665,2019,10
Friday,19,20.246451612903222,8.86516129032258,2019,10
Friday,20,23.117234042553193,11.327446808510638,2019,10
Friday,21,20.173298969072164,10.666907216494845,2019,10
Friday,22,18.948191489361704,10.054893617021277,2019,10
Friday,23,13.55494623655914,6.622580645161289,2019,10
Monday,0,11.750531914893621,5.943723404255321,2019,10
Monday,1,16.99870967741936,8.677849462365591,2019,10
Monday,2,12.563372093023254,6.071627906976745,2019,10
Monday,3,13.31388235294118,6.997882352941175,2019,10
Monday,4,12.271204819277107,6.2227710843373485,2019,10
Monday,5,12.003333333333332,6.943645833333334,2019,10
Monday,6,13.654687500000001,8.508124999999998,2019,10
Monday,7,12.650967741935482,7.573440860215055,2019,10
Monday,8,11.181904761904764,6.381309523809524,2019,10
Monday,9,10.591190476190476,5.349166666666667,2019,10
Monday,10,8.173409090909091,3.412954545454545,2019,10
Monday,11,6.975164835164832,2.60021978021978,2019,10
Monday,12,5.381666666666669,2.3847777777777783,2019,10
Monday,13,6.9282278481012645,3.2934177215189866,2019,10
Monday,14,6.365555555555558,3.063222222222222,2019,10
Monday,15,7.085894736842105,3.642736842105262,2019,10
Monday,16,8.945744680851062,4.814042553191489,2019,10
Monday,17,16.528494623655913,6.395698924731179,2019,10
Monday,18,21.560000000000013,8.281739130434785,2019,10
Monday,19,20.953894736842106,7.892631578947368,2019,10
Monday,20,19.788736842105273,8.168210526315793,2019,10
Monday,21,17.95157303370786,6.480337078651686,2019,10
Monday,22,18.209139784946228,7.002043010752693,2019,10
Monday,23,17.74113636363636,7.534318181818184,2019,10
Saturday,0,19.816703296703288,6.976043956043954,2019,10
Saturday,1,22.47913043478261,8.20054347826087,2019,10
Saturday,2,16.575052631578938,4.675263157894736,2019,10
Saturday,3,16.030952380952378,5.458214285714287,2019,10
Saturday,4,12.69591397849462,4.795268817204302,2019,10
Saturday,5,10.373010752688174,4.774838709677419,2019,10
Saturday,6,11.200215053763435,5.428709677419356,2019,10
Saturday,7,17.727826086956522,6.716413043478263,2019,10
Saturday,8,47.10329670329673,16.357252747252748,2019,10
Saturday,9,29.250506329113918,10.664430379746838,2019,10
