dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,9.339059829059833,5.746837606837606,2019,8
Friday,1,10.89237288135593,6.928135593220336,2019,8
Friday,2,11.543418803418799,7.274017094017094,2019,8
Friday,3,11.628376068376069,7.478205128205129,2019,8
Friday,4,11.07886956521739,7.295913043478261,2019,8
Friday,5,12.531932773109245,7.712016806722688,2019,8
Friday,6,11.66142857142857,6.904789915966386,2019,8
Friday,7,11.96194690265487,6.588672566371682,2019,8
Friday,8,11.384406779661012,6.430423728813559,2019,8
Friday,9,10.097652173913044,5.756608695652174,2019,8
Friday,10,7.007187500000005,4.192916666666666,2019,8
Friday,11,6.461505376344085,3.497956989247312,2019,8
Friday,12,5.284842105263159,2.9080000000000017,2019,8
Friday,13,4.958736842105262,2.876105263157895,2019,8
Friday,14,4.656421052631578,2.5562105263157893,2019,8
Friday,15,7.034814814814818,3.30425925925926,2019,8
Friday,16,8.837155172413793,3.935603448275861,2019,8
Friday,17,9.400249999999991,3.8435,2019,8
Friday,18,10.364700854700857,3.9048717948717964,2019,8
Friday,19,10.328543689320389,4.06718446601942,2019,8
Friday,20,12.434329896907217,4.994329896907219,2019,8
Friday,21,11.36075268817204,4.878387096774191,2019,8
Friday,22,16.101684210526322,6.729578947368424,2019,8
Friday,23,12.726538461538459,5.675192307692308,2019,8
Monday,0,19.219859154929576,10.564225352112674,2019,8
Monday,1,20.681690140845074,11.957323943661969,2019,8
Monday,2,26.126388888888883,14.64097222222222,2019,8
Monday,3,22.577340425531915,13.170638297872333,2019,8
Monday,4,22.29821052631579,13.363894736842102,2019,8
Monday,5,23.200860215053766,11.79215053763441,2019,8
Monday,6,19.73597826086956,10.233152173913044,2019,8
Monday,7,16.040108695652176,8.738804347826083,2019,8
Monday,8,19.357888888888887,12.386777777777777,2019,8
Monday,9,17.291204819277112,12.016385542168676,2019,8
Monday,10,13.266705882352943,9.384705882352941,2019,8
Monday,11,10.534468085106386,7.6022340425531905,2019,8
Monday,12,9.544210526315787,6.795473684210526,2019,8
Monday,13,8.787717391304348,5.951956521739129,2019,8
Monday,14,9.987045454545456,6.747045454545452,2019,8
Monday,15,7.513936170212764,4.495851063829788,2019,8
Monday,16,6.670319148936173,3.49159574468085,2019,8
Monday,17,6.760744680851063,3.748510638297872,2019,8
Monday,18,7.835326086956519,3.9311956521739133,2019,8
Monday,19,9.113684210526316,4.433473684210528,2019,8
Monday,20,8.929062499999999,4.196979166666666,2019,8
Monday,21,9.41378947368421,4.577368421052632,2019,8
Monday,22,8.050421052631583,4.078315789473685,2019,8
Monday,23,8.852083333333333,4.327812500000001,2019,8
Saturday,0,9.755500000000001,4.862083333333332,2019,8
Saturday,1,10.09299145299145,4.75051282051282,2019,8
Saturday,2,10.692857142857145,5.092773109243699,2019,8
Saturday,3,10.554745762711859,5.19042372881356,2019,8
Saturday,4,12.458583333333337,6.013916666666665,2019,8
Saturday,5,13.689666666666664,6.768249999999999,2019,8
Saturday,6,13.283833333333337,6.358416666666668,2019,8
Saturday,7,11.626050420168067,5.5623529411764725,2019,8
Saturday,8,10.570166666666665,5.511166666666664,2019,8
Saturday,9,11.519375000000002,6.276666666666665,2019,8
Saturday,10,10.51052631578947,5.805052631578949,2019,8
Saturday,11,9.762526315789474,4.926947368421052,2019,8
