dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,5.55,2.8783333333333334,2022,6
Friday,1,6.519999999999999,2.682,2022,6
Friday,2,5.45,2.505,2022,6
Friday,3,6.775,2.6825,2022,6
Friday,4,4.516666666666667,1.9399999999999997,2022,6
Friday,5,3.857142857142857,2.0828571428571427,2022,6
Friday,6,4.114285714285714,1.7557142857142856,2022,6
Friday,7,5.837500000000001,1.7737500000000002,2022,6
Friday,8,3.5857142857142854,2.0514285714285716,2022,6
Friday,9,5.125,3.005,2022,6
Friday,10,3.5999999999999996,1.6949999999999996,2022,6
Friday,11,2.3333333333333335,0.9333333333333335,2022,6
Friday,12,2.2375,1.16875,2022,6
Friday,13,2.6,1.358888888888889,2022,6
Friday,14,3.733333333333333,1.5816666666666663,2022,6
Friday,15,2.528571428571429,0.8828571428571428,2022,6
Friday,16,3.8249999999999997,1.2249999999999999,2022,6
Friday,17,3.042857142857143,1.6342857142857141,2022,6
Friday,18,3.9142857142857137,1.5385714285714287,2022,6
Friday,19,3.483333333333333,0.7616666666666667,2022,6
Friday,20,2.857142857142857,0.8028571428571428,2022,6
Friday,21,3.214285714285715,1.6500000000000001,2022,6
Friday,22,2.6,1.4514285714285715,2022,6
Friday,23,3.5444444444444447,1.5233333333333337,2022,6
Monday,0,2.2500000000000004,0.9,2022,6
Monday,1,1.8,0.7542857142857142,2022,6
Monday,2,1.3124999999999998,0.6637500000000001,2022,6
Monday,3,1.0666666666666669,0.3855555555555556,2022,6
Monday,4,1.4166666666666667,0.47333333333333333,2022,6
Monday,5,0.9749999999999999,0.42625,2022,6
Monday,6,0.975,0.28874999999999995,2022,6
Monday,7,0.7857142857142857,0.41571428571428576,2022,6
Monday,8,1.3599999999999999,0.5660000000000001,2022,6
Monday,9,0.6499999999999999,0.29250000000000004,2022,6
Monday,10,1.72,0.626,2022,6
Monday,11,1.257142857142857,0.5542857142857142,2022,6
Monday,12,0.9799999999999999,0.40599999999999997,2022,6
Monday,13,0.7749999999999999,0.37750000000000006,2022,6
Monday,14,1.2874999999999999,0.53375,2022,6
Monday,15,0.9666666666666668,0.4333333333333333,2022,6
Monday,16,1.25,0.49625,2022,6
Monday,17,1.2666666666666666,0.6116666666666666,2022,6
Monday,18,1.1250000000000002,0.54125,2022,6
Monday,19,1.7333333333333334,0.49833333333333335,2022,6
Monday,20,2.1666666666666665,0.5483333333333333,2022,6
Monday,21,1.9666666666666666,0.7366666666666667,2022,6
Monday,22,1.9125,0.8687500000000001,2022,6
Monday,23,1.875,0.82,2022,6
Saturday,0,3.425,1.82625,2022,6
Saturday,1,3.9375,1.53875,2022,6
Saturday,2,1.2999999999999998,0.41999999999999993,2022,6
Saturday,3,3.6750000000000003,1.4337499999999999,2022,6
Saturday,4,3.2888888888888883,1.3844444444444446,2022,6
Saturday,5,4.266666666666667,1.738888888888889,2022,6
Saturday,6,5.0625,2.18875,2022,6
Saturday,7,2.8625,1.44,2022,6
Saturday,8,2.6,0.9471428571428572,2022,6
Saturday,9,1.9333333333333333,0.8766666666666666,2022,6
Saturday,10,1.7857142857142858,0.6214285714285716,2022,6
Saturday,11,1.9000000000000001,0.722857142857143,2022,6
Saturday,12,1.5428571428571427,0.6342857142857142,2022,6
Saturday,13,1.5666666666666664,0.5683333333333332,2022,6
Saturday,14,2.9625000000000004,0.7812499999999999,2022,6
Saturday,15,1.7499999999999998,0.7225,2022,6
