dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,17.06583333333333,10.046250000000002,2019,4
Friday,1,19.733775510204076,10.957346938775512,2019,4
Friday,2,16.482916666666664,8.690208333333336,2019,4
Friday,3,14.953888888888887,8.008444444444445,2019,4
Friday,4,13.757613636363637,7.4385227272727255,2019,4
Friday,5,18.028375000000008,9.504875,2019,4
Friday,6,19.144725274725275,9.870439560439559,2019,4
Friday,7,17.62425,9.362874999999999,2019,4
Friday,8,12.135257731958765,6.659484536082475,2019,4
Friday,9,12.39739583333334,6.724166666666668,2019,4
Friday,10,12.447812499999998,6.706145833333334,2019,4
Friday,11,10.679690721649482,6.188762886597939,2019,4
Friday,12,11.102842105263154,6.022315789473686,2019,4
Friday,13,11.343749999999998,6.207708333333333,2019,4
Friday,14,8.433092783505158,4.726082474226804,2019,4
Friday,15,9.629270833333328,4.984687500000001,2019,4
Friday,16,9.215876288659796,4.642989690721649,2019,4
Friday,17,9.283092783505149,4.660103092783504,2019,4
Friday,18,8.89765306122449,4.781938775510202,2019,4
Friday,19,9.88645833333333,5.669791666666668,2019,4
Friday,20,9.707916666666668,5.705833333333334,2019,4
Friday,21,13.169489795918368,7.427653061224487,2019,4
Friday,22,16.80697916666666,9.393229166666663,2019,4
Friday,23,20.059375,11.698750000000002,2019,4
Monday,0,37.83850000000002,18.77475,2019,4
Monday,1,39.09983471074379,18.84462809917355,2019,4
Monday,2,39.328181818181804,19.12338842975206,2019,4
Monday,3,40.61741666666665,19.379833333333334,2019,4
Monday,4,40.39125,19.79616666666667,2019,4
Monday,5,41.96694214876033,19.878842975206602,2019,4
Monday,6,39.14066115702481,19.09768595041321,2019,4
Monday,7,33.60308333333334,17.833916666666664,2019,4
Monday,8,29.922521008403375,16.14848739495798,2019,4
Monday,9,29.399180327868848,15.621393442622951,2019,4
Monday,10,32.32815126050419,16.514369747899163,2019,4
Monday,11,30.496949152542385,16.09474576271186,2019,4
Monday,12,31.70633333333333,17.185416666666654,2019,4
Monday,13,28.743025210084042,16.056218487394958,2019,4
Monday,14,23.471544715447152,13.583821138211368,2019,4
