dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,20.75724637681159,14.931449275362318,2019,4
Friday,1,23.65521126760563,16.352535211267604,2019,4
Friday,2,21.131857142857147,14.538,2019,4
Friday,3,20.09657142857143,13.550142857142855,2019,4
Friday,4,18.25805970149254,12.691940298507465,2019,4
Friday,5,23.468970588235297,16.432205882352942,2019,4
Friday,6,26.581126760563382,18.477746478873243,2019,4
Friday,7,22.360704225352116,15.897183098591547,2019,4
Friday,8,17.061744186046518,11.623372093023256,2019,4
Friday,9,15.334222222222223,10.265555555555554,2019,4
Friday,10,16.65857142857143,10.962417582417581,2019,4
Friday,11,14.244888888888886,9.855666666666668,2019,4
Friday,12,14.382906976744184,9.367558139534886,2019,4
Friday,13,14.06739130434783,8.845978260869568,2019,4
Friday,14,10.450107526881721,6.6234408602150525,2019,4
Friday,15,11.354408602150539,6.714623655913978,2019,4
Friday,16,10.639450549450554,5.965054945054944,2019,4
Friday,17,11.283626373626376,6.341868131868132,2019,4
Friday,18,10.784301075268816,6.206774193548386,2019,4
Friday,19,13.295851063829787,8.242765957446812,2019,4
Friday,20,15.99385416666667,11.216249999999997,2019,4
Friday,21,18.727765957446806,11.91329787234043,2019,4
Friday,22,29.41460674157304,18.07539325842697,2019,4
Friday,23,22.75554347826087,14.283043478260865,2019,4
Monday,0,38.884067796610175,22.79915254237287,2019,4
Monday,1,39.364830508474604,23.158305084745766,2019,4
Monday,2,39.83053097345133,22.996637168141593,2019,4
Monday,3,40.16535714285713,23.23633928571427,2019,4
Monday,4,41.53575,23.919999999999984,2019,4
Monday,5,39.986071428571414,22.947589285714265,2019,4
Monday,6,37.54808695652176,21.822434782608696,2019,4
Monday,7,32.288,19.69252173913044,2019,4
Monday,8,29.13796296296297,17.699259259259257,2019,4
Monday,9,28.94309734513274,17.71097345132743,2019,4
Monday,10,30.950446428571432,18.356339285714284,2019,4
Monday,11,30.330360360360366,17.828288288288288,2019,4
Monday,12,30.477064220183465,18.792568807339457,2019,4
Monday,13,26.895964912280704,17.700964912280707,2019,4
Monday,14,21.941724137931036,15.33491379310345,2019,4
Monday,15,22.29333333333333,15.310526315789476,2019,4
Monday,16,22.10646551724137,14.62896551724138,2019,4
Monday,17,24.529217391304336,16.269478260869562,2019,4
Monday,18,28.4360909090909,18.650545454545455,2019,4
Monday,19,32.366666666666674,20.950701754385957,2019,4
Monday,20,34.62310344827585,22.674568965517235,2019,4
Monday,21,36.58938053097347,24.412831858407092,2019,4
Monday,22,36.41156521739131,24.93226086956522,2019,4
Monday,23,37.77776785714286,25.541071428571417,2019,4
Saturday,0,30.734352941176468,20.745529411764704,2019,4
Saturday,1,30.636666666666663,19.50483870967742,2019,4
Saturday,2,31.509770114942533,19.241954022988498,2019,4
Saturday,3,31.360421052631587,19.02578947368421,2019,4
Saturday,4,31.67827956989247,18.972473118279563,2019,4
Saturday,5,32.98159090909091,19.65784090909092,2019,4
Saturday,6,30.71698924731184,18.885268817204306,2019,4
Saturday,7,27.492500000000007,17.452954545454546,2019,4
Saturday,8,24.382967032967027,15.84483516483517,2019,4
Saturday,9,22.805978260869566,15.164239130434781,2019,4
Saturday,10,17.42963414634146,11.627317073170733,2019,4
Saturday,11,14.047439024390242,8.668902439024388,2019,4
Saturday,12,11.217951807228916,6.558915662650599,2019,4
Saturday,13,10.165054945054946,6.438571428571427,2019,4
Saturday,14,11.144725274725271,7.295604395604396,2019,4
Saturday,15,11.588351648351647,7.624285714285713,2019,4
Saturday,16,12.083483146067417,8.427640449438202,2019,4
Saturday,17,9.669659090909091,7.00602272727273,2019,4
Saturday,18,12.470555555555562,8.230777777777778,2019,4
Saturday,19,12.895714285714288,9.22296703296703,2019,4
Saturday,20,16.801979166666673,11.99802083333333,2019,4
Saturday,21,19.75467391304348,13.477826086956528,2019,4
Saturday,22,17.45892473118279,12.044731182795697,2019,4
Saturday,23,18.515111111111114,12.915555555555557,2019,4
Sunday,0,18.854318181818186,12.695227272727273,2019,4
Sunday,1,18.578139534883718,12.115232558139533,2019,4
Sunday,2,21.089032258064513,14.099354838709678,2019,4
Sunday,3,21.234712643678158,14.423793103448274,2019,4
Sunday,4,19.750760869565212,12.913152173913044,2019,4
Sunday,5,20.670322580645163,13.439784946236555,2019,4
Sunday,6,25.510937499999997,15.437916666666668,2019,4
Sunday,7,23.12568181818182,14.226818181818182,2019,4
Sunday,8,24.326111111111103,14.948888888888884,2019,4
Sunday,9,22.47032967032967,13.473626373626372,2019,4
Sunday,10,20.770549450549453,12.974285714285713,2019,4
Sunday,11,22.30225806451613,13.938279569892478,2019,4
Sunday,12,22.924065934065936,14.854395604395602,2019,4
Sunday,13,22.948749999999997,16.364318181818177,2019,4
Sunday,14,24.167802197802196,17.140329670329674,2019,4
Sunday,15,25.41967741935484,17.860645161290325,2019,4
Sunday,16,27.551720430107526,18.577634408602155,2019,4
Sunday,17,31.03462365591399,20.01387096774193,2019,4
Sunday,18,39.85117647058822,25.140705882352936,2019,4
Sunday,19,40.16023255813955,24.63046511627908,2019,4
Sunday,20,34.46188888888889,21.08155555555556,2019,4
Sunday,21,37.27989010989012,23.32318681318681,2019,4
Sunday,22,37.691875,23.584166666666665,2019,4
Sunday,23,41.288260869565214,25.419565217391302,2019,4
Thursday,0,9.140833333333333,5.810833333333334,2019,4
Thursday,1,8.198,5.184,2019,4
Thursday,2,7.665833333333334,4.8525,2019,4
Thursday,3,6.308333333333333,3.7504166666666663,2019,4
Thursday,4,3.413333333333334,2.03875,2019,4
Thursday,5,4.3374999999999995,2.7166666666666663,2019,4
Thursday,6,4.964583333333333,3.116666666666667,2019,4
Thursday,7,5.597894736842105,2.8997368421052627,2019,4
Thursday,8,30.61385542168676,17.170602409638562,2019,4
Thursday,9,30.177411764705877,18.51352941176471,2019,4
Thursday,10,22.09417582417582,13.985054945054939,2019,4
Thursday,11,19.350326086956528,13.29152173913043,2019,4
Thursday,12,15.783483146067423,11.244606741573039,2019,4
Thursday,13,19.359204545454546,13.01204545454545,2019,4
Thursday,14,13.685949367088602,10.206075949367088,2019,4
Thursday,15,9.623555555555559,7.055222222222219,2019,4
Thursday,16,8.767777777777777,6.076777777777776,2019,4
Thursday,17,10.032105263157895,7.242210526315791,2019,4
Thursday,18,10.042500000000002,6.259545454545457,2019,4
Thursday,19,12.079684210526317,6.918631578947367,2019,4
Thursday,20,15.322421052631569,8.854105263157894,2019,4
Thursday,21,18.02677419354839,10.952365591397848,2019,4
Thursday,22,19.825789473684218,12.496842105263154,2019,4
Thursday,23,20.960985915492955,14.71098591549296,2019,4
Tuesday,0,38.23813725490196,25.42803921568627,2019,4
Tuesday,1,40.55172043010751,28.457634408602146,2019,4
Tuesday,2,42.60521739130434,30.125217391304343,2019,4
Tuesday,3,41.99068181818181,29.638068181818173,2019,4
Tuesday,4,43.79188888888887,29.761777777777777,2019,4
Tuesday,5,39.984318181818175,27.825227272727272,2019,4
Tuesday,6,35.1859090909091,25.296363636363637,2019,4
Tuesday,7,34.226956521739126,25.067608695652172,2019,4
Tuesday,8,40.87703703703702,29.290925925925926,2019,4
Tuesday,9,36.674464285714286,26.234017857142884,2019,4
Tuesday,10,34.61798076923076,24.4103846153846,2019,4
Tuesday,11,31.727476635514023,22.333644859813088,2019,4
Tuesday,12,24.840294117647055,17.270686274509814,2019,4
Tuesday,13,22.49863636363635,16.565454545454543,2019,4
Tuesday,14,22.748034188034183,16.24384615384616,2019,4
Tuesday,15,21.60385964912281,15.12473684210527,2019,4
Tuesday,16,21.240956521739133,15.484173913043477,2019,4
