dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,37.96212962962961,16.169166666666662,2019,3
Friday,1,35.76041666666667,15.494166666666676,2019,3
Friday,2,36.71591666666665,16.98666666666666,2019,3
Friday,3,36.3399152542373,17.09991525423729,2019,3
Friday,4,42.20033333333333,19.477500000000003,2019,3
Friday,5,39.47092436974791,18.922941176470587,2019,3
Friday,6,38.692222222222235,18.22601851851852,2019,3
Friday,7,47.667033898305064,22.560169491525432,2019,3
Friday,8,42.47415254237287,21.655000000000005,2019,3
Friday,9,28.306610169491524,15.920677966101689,2019,3
Friday,10,26.105726495726504,14.167863247863247,2019,3
Friday,11,22.032155172413784,11.445086206896555,2019,3
Friday,12,21.78547008547008,11.47735042735043,2019,3
Friday,13,17.619416666666666,9.835249999999993,2019,3
Friday,14,14.807416666666667,8.764333333333333,2019,3
Friday,15,14.492931034482758,8.484310344827588,2019,3
Friday,16,14.819811320754708,8.950377358490561,2019,3
Friday,17,16.924017094017096,9.75820512820513,2019,3
Friday,18,19.31564102564103,11.23709401709401,2019,3
Friday,19,23.666525423728814,14.273559322033908,2019,3
Friday,20,27.20618644067796,16.552627118644065,2019,3
Friday,21,35.54338842975208,20.16619834710745,2019,3
Friday,22,53.443416666666664,24.39416666666667,2019,3
Friday,23,57.58176470588236,23.76176470588236,2019,3
Monday,0,11.62333333333333,3.4635416666666674,2019,3
Monday,1,11.882395833333332,3.641354166666668,2019,3
Monday,2,11.971473684210531,3.3756842105263156,2019,3
Monday,3,12.101458333333335,3.2447916666666674,2019,3
Monday,4,13.091354166666669,3.3601041666666656,2019,3
Monday,5,13.928247422680412,3.6316494845360823,2019,3
Monday,6,15.349892473118281,3.8367741935483877,2019,3
Monday,7,16.156813186813185,3.886043956043956,2019,3
Monday,8,16.209680851063833,4.063829787234043,2019,3
Monday,9,13.568829787234048,3.343085106382979,2019,3
Monday,10,11.01329411764706,2.8938823529411764,2019,3
Monday,11,9.690947368421055,2.847473684210527,2019,3
Monday,12,9.334895833333333,2.7697916666666664,2019,3
Monday,13,12.23705263157895,3.149999999999999,2019,3
Monday,14,12.762268041237116,3.3250515463917516,2019,3
Monday,15,11.237684210526314,3.1906315789473685,2019,3
Monday,16,11.621354166666665,3.3314583333333334,2019,3
Monday,17,9.801666666666668,3.2001041666666663,2019,3
Monday,18,11.683793103448275,3.789540229885056,2019,3
Monday,19,11.816701030927835,4.048556701030928,2019,3
Monday,20,14.473020833333331,5.7129166666666675,2019,3
Monday,21,20.39483870967742,8.989462365591402,2019,3
Monday,22,19.587291666666665,8.2221875,2019,3
Monday,23,22.608191489361705,8.60968085106383,2019,3
Saturday,0,62.00874999999998,22.534416666666655,2019,3
Saturday,1,81.94350000000001,23.588416666666674,2019,3
Saturday,2,139.86950819672128,26.231475409836058,2019,3
Saturday,3,120.94909090909093,21.577024793388446,2019,3
Saturday,4,121.45773109243696,21.138151260504188,2019,3
Saturday,5,70.78613445378156,18.267310924369756,2019,3
Saturday,6,77.33966386554627,16.052941176470586,2019,3
Saturday,7,45.97186440677966,13.601186440677965,2019,3
Saturday,8,27.194749999999992,10.980833333333342,2019,3
Saturday,9,24.15702479338843,9.405950413223142,2019,3
Saturday,10,22.63394957983194,8.947310924369752,2019,3
Saturday,11,21.07078260869567,9.554086956521733,2019,3
Saturday,12,26.210677966101713,11.828898305084747,2019,3
Saturday,13,25.030258620689665,11.727327586206897,2019,3
Saturday,14,26.225677966101696,11.026864406779664,2019,3
Saturday,15,25.736068376068378,10.144188034188032,2019,3
Saturday,16,23.433025210084036,9.246134453781513,2019,3
Saturday,17,22.941228070175427,8.897017543859654,2019,3
Saturday,18,24.500252100840346,9.538403361344535,2019,3
Saturday,19,29.063474576271183,11.496610169491527,2019,3
Saturday,20,27.58266666666667,12.089916666666673,2019,3
Saturday,21,23.665371900826447,11.401983471074383,2019,3
Saturday,22,28.238907563025226,13.129831932773103,2019,3
Saturday,23,29.457457627118643,13.693813559322031,2019,3
Sunday,0,25.788859649122806,12.84868421052632,2019,3
Sunday,1,25.401440677966097,12.70135593220339,2019,3
Sunday,2,24.555083333333332,12.316000000000003,2019,3
Sunday,3,25.998803418803412,12.747264957264962,2019,3
Sunday,4,32.12304347826086,14.95765217391304,2019,3
Sunday,5,34.51829059829061,16.20136752136752,2019,3
Sunday,6,32.45691666666667,16.00616666666666,2019,3
Sunday,7,20.897226890756308,11.250084033613446,2019,3
Sunday,8,16.021525423728814,8.220423728813559,2019,3
Sunday,9,13.69070175438597,6.918771929824563,2019,3
Sunday,10,14.110973451327432,6.264601769911505,2019,3
Sunday,11,13.536260869565222,5.893391304347825,2019,3
Sunday,12,14.5728813559322,6.133220338983052,2019,3
Sunday,13,14.295847457627117,5.265254237288138,2019,3
Sunday,14,11.608571428571434,4.12218487394958,2019,3
Sunday,15,11.92383333333333,3.8460000000000014,2019,3
Sunday,16,14.833277310924375,4.050252100840335,2019,3
Sunday,17,12.4375,3.547250000000001,2019,3
Sunday,18,10.66479338842975,3.4114876033057864,2019,3
Sunday,19,9.928119658119655,3.462393162393163,2019,3
Sunday,20,10.416016949152542,3.4371186440677963,2019,3
Sunday,21,12.059075630252094,3.518571428571428,2019,3
Sunday,22,11.165750000000003,3.2927499999999985,2019,3
Sunday,23,11.42398305084746,3.250508474576272,2019,3
Thursday,0,25.8541489361702,10.830957446808513,2019,3
Thursday,1,26.973406593406587,11.160879120879121,2019,3
Thursday,2,28.17322580645162,11.200537634408601,2019,3
Thursday,3,25.730104166666667,11.268750000000006,2019,3
Thursday,4,28.927,12.994333333333334,2019,3
Thursday,5,27.034255319148947,12.466063829787245,2019,3
Thursday,6,17.862903225806452,8.898709677419351,2019,3
Thursday,7,14.903854166666674,7.5738541666666706,2019,3
Thursday,8,17.253723404255318,7.1525531914893605,2019,3
Thursday,9,16.90979166666666,6.436354166666664,2019,3
Thursday,10,16.800104166666667,6.850624999999997,2019,3
Thursday,11,13.552947368421048,6.3261052631579,2019,3
Thursday,12,13.676354166666668,6.438645833333333,2019,3
Thursday,13,14.580833333333345,6.756458333333334,2019,3
Thursday,14,13.40729166666666,6.0822916666666655,2019,3
Thursday,15,12.504123711340194,4.523298969072167,2019,3
Thursday,16,14.73948453608247,5.300206185567012,2019,3
Thursday,17,14.552659574468075,6.96617021276596,2019,3
Thursday,18,15.77885416666666,8.079062500000003,2019,3
Thursday,19,17.65645833333333,9.46135416666667,2019,3
Thursday,20,20.611874999999987,11.438020833333333,2019,3
Thursday,21,22.70020833333334,13.067187500000003,2019,3
Thursday,22,28.78473684210526,14.421263157894737,2019,3
Thursday,23,35.28142857142858,17.28934065934067,2019,3
Tuesday,0,23.757777777777783,9.878333333333337,2019,3
Tuesday,1,19.06113402061855,7.988041237113404,2019,3
Tuesday,2,17.43802325581395,7.1838372093023235,2019,3
Tuesday,3,17.477263157894733,7.322947368421052,2019,3
Tuesday,4,17.31126315789474,7.85136842105263,2019,3
Tuesday,5,18.021666666666665,7.9964583333333294,2019,3
Tuesday,6,15.490625000000007,6.544479166666666,2019,3
Tuesday,7,18.619021739130428,7.319021739130435,2019,3
Tuesday,8,21.607717391304348,7.68434782608696,2019,3
Tuesday,9,15.450957446808507,5.860212765957446,2019,3
Tuesday,10,12.52637362637363,4.429230769230768,2019,3
Tuesday,11,10.588541666666666,3.534166666666666,2019,3
Tuesday,12,9.616145833333333,3.2867708333333336,2019,3
Tuesday,13,9.590105263157895,3.5812631578947385,2019,3
Tuesday,14,8.910967741935485,3.0629032258064512,2019,3
Tuesday,15,9.240312500000003,3.057708333333333,2019,3
Tuesday,16,11.139263157894735,3.5250526315789483,2019,3
Tuesday,17,11.078404255319153,3.4776595744680856,2019,3
Tuesday,18,13.934838709677418,4.145376344086022,2019,3
Tuesday,19,16.106736842105256,4.841684210526317,2019,3
Tuesday,20,15.42303797468354,5.121772151898735,2019,3
Tuesday,21,17.627999999999997,5.7212941176470595,2019,3
Tuesday,22,16.738333333333326,5.23625,2019,3
Tuesday,23,16.91526315789474,5.56978947368421,2019,3
Wednesday,0,19.507448979591846,6.923163265306123,2019,3
Wednesday,1,20.984062499999997,6.958645833333333,2019,3
Wednesday,2,20.77895833333334,7.711458333333334,2019,3
Wednesday,3,19.588541666666675,7.132604166666668,2019,3
Wednesday,4,20.02103092783505,7.683917525773197,2019,3
Wednesday,5,20.057340425531912,8.452340425531917,2019,3
Wednesday,6,20.75923076923077,8.394395604395605,2019,3
Wednesday,7,23.507901234567896,8.326913580246913,2019,3
Wednesday,8,23.8752688172043,7.468279569892469,2019,3
Wednesday,9,17.584175824175833,5.25989010989011,2019,3
Wednesday,10,14.368804347826083,4.122065217391304,2019,3
Wednesday,11,10.840537634408602,3.4170967741935487,2019,3
Wednesday,12,11.6631914893617,4.084042553191489,2019,3
Wednesday,13,11.81967032967033,3.9831868131868142,2019,3
Wednesday,14,13.763229166666664,4.531666666666666,2019,3
